"Country or Area","Year","Item","Value"
"Botswana","2004","Gross Domestic Product (GDP)","5073.56247643409"
"Botswana","2003","Gross Domestic Product (GDP)","4330.91336409623"
"Botswana","2002","Gross Domestic Product (GDP)","3190.61210194292"
"Botswana","2001","Gross Domestic Product (GDP)","3278.03311849868"
"Botswana","2000","Gross Domestic Product (GDP)","3522.29774668399"
"Brazil","2015","Gross Domestic Product (GDP)","8813.98937549952"
"Brazil","2014","Gross Domestic Product (GDP)","12112.8352543519"
"Brazil","2013","Gross Domestic Product (GDP)","12300.3862228307"
"Brazil","2012","Gross Domestic Product (GDP)","12370.2228201839"
"Brazil","2011","Gross Domestic Product (GDP)","13245.3877052093"
"Brazil","2010","Gross Domestic Product (GDP)","11286.0716556268"
"Brazil","2009","Gross Domestic Product (GDP)","8597.79420203782"
"Brazil","2008","Gross Domestic Product (GDP)","8831.18364293643"
"Brazil","2007","Gross Domestic Product (GDP)","7348.18804007675"
"Brazil","2006","Gross Domestic Product (GDP)","5886.39142818997"
"Brazil","2005","Gross Domestic Product (GDP)","4790.45669448604"
"Brazil","2004","Gross Domestic Product (GDP)","3637.31385059765"
"Brazil","2003","Gross Domestic Product (GDP)","3074.22289633399"
"Brazil","2002","Gross Domestic Product (GDP)","2851.93942920979"
"Brazil","2001","Gross Domestic Product (GDP)","3164.55564812482"
"Brazil","2000","Gross Domestic Product (GDP)","3732.24339826152"
"British Virgin Islands","2015","Gross Domestic Product (GDP)","43878.2930845225"
"British Virgin Islands","2014","Gross Domestic Product (GDP)","41383.9732312256"
"British Virgin Islands","2013","Gross Domestic Product (GDP)","39141.3318542656"
"British Virgin Islands","2012","Gross Domestic Product (GDP)","38872.2513089005"
"British Virgin Islands","2011","Gross Domestic Product (GDP)","37806.4197182104"
"British Virgin Islands","2010","Gross Domestic Product (GDP)","40085.2702022019"
"British Virgin Islands","2009","Gross Domestic Product (GDP)","39675.6719553238"
"British Virgin Islands","2008","Gross Domestic Product (GDP)","45745.0764072499"
"British Virgin Islands","2007","Gross Domestic Product (GDP)","47734.3673493832"
"British Virgin Islands","2006","Gross Domestic Product (GDP)","45617.6220705158"
"British Virgin Islands","2005","Gross Domestic Product (GDP)","42996.8203574674"
"British Virgin Islands","2004","Gross Domestic Product (GDP)","38144.5914748813"
"British Virgin Islands","2003","Gross Domestic Product (GDP)","37518.1705887782"
"British Virgin Islands","2002","Gross Domestic Product (GDP)","42481.9315632543"
"British Virgin Islands","2001","Gross Domestic Product (GDP)","44740.4298911729"
"British Virgin Islands","2000","Gross Domestic Product (GDP)","42224.9635173059"
"Brunei Darussalam","2015","Gross Domestic Product (GDP)","31164.3291487804"
"Brunei Darussalam","2014","Gross Domestic Product (GDP)","41725.4494872283"
"Brunei Darussalam","2013","Gross Domestic Product (GDP)","44740.8835726132"
"Brunei Darussalam","2012","Gross Domestic Product (GDP)","47741.77505759"
"Brunei Darussalam","2011","Gross Domestic Product (GDP)","47054.4968957927"
"Brunei Darussalam","2010","Gross Domestic Product (GDP)","35268.8983528461"
"Brunei Darussalam","2009","Gross Domestic Product (GDP)","30977.1336656095"
"Brunei Darussalam","2008","Gross Domestic Product (GDP)","42034.3156855638"
"Brunei Darussalam","2007","Gross Domestic Product (GDP)","36191.7886392078"
"Brunei Darussalam","2006","Gross Domestic Product (GDP)","34326.5584824031"
"Brunei Darussalam","2005","Gross Domestic Product (GDP)","28926.0135424837"
"Brunei Darussalam","2004","Gross Domestic Product (GDP)","24268.1322580141"
"Brunei Darussalam","2003","Gross Domestic Product (GDP)","20566.2730449702"
"Brunei Darussalam","2002","Gross Domestic Product (GDP)","18670.9027408475"
"Brunei Darussalam","2001","Gross Domestic Product (GDP)","18251.7068962591"
"Brunei Darussalam","2000","Gross Domestic Product (GDP)","19959.2066754733"
"Bulgaria","2015","Gross Domestic Product (GDP)","7053.31236459538"
"Bulgaria","2014","Gross Domestic Product (GDP)","7878.20105119598"
"Bulgaria","2013","Gross Domestic Product (GDP)","7655.79062102501"
"Bulgaria","2012","Gross Domestic Product (GDP)","7403.74258543048"
"Bulgaria","2011","Gross Domestic Product (GDP)","7817.13688131652"
"Bulgaria","2010","Gross Domestic Product (GDP)","6825.90005249396"
"Bulgaria","2009","Gross Domestic Product (GDP)","6961.09559706261"
"Bulgaria","2008","Gross Domestic Product (GDP)","7235.19763226164"
"Bulgaria","2007","Gross Domestic Product (GDP)","5860.56184154982"
"Bulgaria","2006","Gross Domestic Product (GDP)","4505.36845671597"
"Bulgaria","2005","Gross Domestic Product (GDP)","3885.62166982363"
"Bulgaria","2004","Gross Domestic Product (GDP)","3377.53254866256"
"Bulgaria","2003","Gross Domestic Product (GDP)","2709.39394911699"
"Bulgaria","2002","Gross Domestic Product (GDP)","2085.24532145493"
"Bulgaria","2001","Gross Domestic Product (GDP)","1788.42271037186"
"Bulgaria","2000","Gross Domestic Product (GDP)","1656.17290688974"
"Burkina Faso","2015","Gross Domestic Product (GDP)","652.83267049033"
"Burkina Faso","2014","Gross Domestic Product (GDP)","791.791577052928"
"Burkina Faso","2013","Gross Domestic Product (GDP)","787.245866323279"
"Burkina Faso","2012","Gross Domestic Product (GDP)","758.043682356515"
"Burkina Faso","2011","Gross Domestic Product (GDP)","750.189831108995"
"Burkina Faso","2010","Gross Domestic Product (GDP)","647.204433475899"
"Burkina Faso","2009","Gross Domestic Product (GDP)","621.672983902281"
"Burkina Faso","2008","Gross Domestic Product (GDP)","640.810797931359"
"Burkina Faso","2007","Gross Domestic Product (GDP)","534.35579431902"
"Burkina Faso","2006","Gross Domestic Product (GDP)","473.029176189744"
"Burkina Faso","2005","Gross Domestic Product (GDP)","457.751508283701"
"Burkina Faso","2004","Gross Domestic Product (GDP)","417.627056297444"
"Burkina Faso","2003","Gross Domestic Product (GDP)","373.787620506366"
"Burkina Faso","2002","Gross Domestic Product (GDP)","293.280745176303"
"Burkina Faso","2001","Gross Domestic Product (GDP)","266.864153122386"
"Burkina Faso","2000","Gross Domestic Product (GDP)","255.083778448462"
"Burundi","2015","Gross Domestic Product (GDP)","276.626313067663"
"Burundi","2014","Gross Domestic Product (GDP)","274.862561058617"
"Burundi","2013","Gross Domestic Product (GDP)","256.975943416749"
"Burundi","2012","Gross Domestic Product (GDP)","251.720169826907"
"Burundi","2011","Gross Domestic Product (GDP)","249.576733525465"
"Burundi","2010","Gross Domestic Product (GDP)","234.23592149611"
"Burundi","2009","Gross Domestic Product (GDP)","211.427442901322"
"Burundi","2008","Gross Domestic Product (GDP)","198.352998766558"
"Burundi","2007","Gross Domestic Product (GDP)","172.495745151499"
"Burundi","2006","Gross Domestic Product (GDP)","167.376492152834"
"Burundi","2005","Gross Domestic Product (GDP)","151.680965886097"
"Burundi","2004","Gross Domestic Product (GDP)","95.3329802878287"
"Burundi","2003","Gross Domestic Product (GDP)","86.1873005469899"
"Burundi","2002","Gross Domestic Product (GDP)","93.6889870716206"
"Burundi","2001","Gross Domestic Product (GDP)","101.50044914199"
"Burundi","2000","Gross Domestic Product (GDP)","111.165947186471"
"Cabo Verde","2015","Gross Domestic Product (GDP)","3041.78040741969"
"Cabo Verde","2014","Gross Domestic Product (GDP)","3585.23836947223"
"Cabo Verde","2013","Gross Domestic Product (GDP)","3616.91704152375"
"Cabo Verde","2012","Gross Domestic Product (GDP)","3467.46477481757"
"Cabo Verde","2011","Gross Domestic Product (GDP)","3738.19349231103"
"Cabo Verde","2010","Gross Domestic Product (GDP)","3378.26634450933"
"Cabo Verde","2009","Gross Domestic Product (GDP)","3517.39787236677"
"Cabo Verde","2008","Gross Domestic Product (GDP)","3721.23898906899"
"Cabo Verde","2007","Gross Domestic Product (GDP)","3186.83419572595"
"Cabo Verde","2006","Gross Domestic Product (GDP)","2685.51729047186"
"Cabo Verde","2005","Gross Domestic Product (GDP)","2387.29512296619"
"Cabo Verde","2004","Gross Domestic Product (GDP)","2302.13746810342"
"Cabo Verde","2003","Gross Domestic Product (GDP)","2057.41602688036"
"Cabo Verde","2002","Gross Domestic Product (GDP)","1594.33701126905"
"Cabo Verde","2001","Gross Domestic Product (GDP)","1469.57750417121"
"Cabo Verde","2000","Gross Domestic Product (GDP)","1432.18498965833"
"Cambodia","2015","Gross Domestic Product (GDP)","1162.90489525079"
"Cambodia","2014","Gross Domestic Product (GDP)","1098.41924477252"
"Cambodia","2013","Gross Domestic Product (GDP)","1028.17004399653"
"Cambodia","2012","Gross Domestic Product (GDP)","949.793784241398"
"Cambodia","2011","Gross Domestic Product (GDP)","882.275615982132"
"Cambodia","2010","Gross Domestic Product (GDP)","785.502535790677"
"Cambodia","2009","Gross Domestic Product (GDP)","738.054233486208"
"Cambodia","2008","Gross Domestic Product (GDP)","745.609446213608"
"Cambodia","2007","Gross Domestic Product (GDP)","631.52519446808"
"Cambodia","2006","Gross Domestic Product (GDP)","539.743210007753"
"Cambodia","2005","Gross Domestic Product (GDP)","474.111385789182"
"Cambodia","2004","Gross Domestic Product (GDP)","408.518156098308"
"Cambodia","2003","Gross Domestic Product (GDP)","362.853156797955"
"Cambodia","2002","Gross Domestic Product (GDP)","339.412498171404"
"Cambodia","2001","Gross Domestic Product (GDP)","321.77861835636"
"Cambodia","2000","Gross Domestic Product (GDP)","301.650799853388"
"Cameroon","2015","Gross Domestic Product (GDP)","1326.49862454799"
"Cameroon","2014","Gross Domestic Product (GDP)","1540.56873612806"
"Cameroon","2013","Gross Domestic Product (GDP)","1465.22248131788"
"Cameroon","2012","Gross Domestic Product (GDP)","1354.62305483868"
"Cameroon","2011","Gross Domestic Product (GDP)","1403.2555961828"
"Cameroon","2010","Gross Domestic Product (GDP)","1285.26166967473"
"Cameroon","2009","Gross Domestic Product (GDP)","1314.70604105338"
"Cameroon","2008","Gross Domestic Product (GDP)","1371.74684462059"
"Cameroon","2007","Gross Domestic Product (GDP)","1194.06989378081"
"Cameroon","2006","Gross Domestic Product (GDP)","1062.13741379105"
"Cameroon","2005","Gross Domestic Product (GDP)","1011.87999059991"
"Cameroon","2004","Gross Domestic Product (GDP)","988.749836748883"
"Cameroon","2003","Gross Domestic Product (GDP)","877.065168918911"
"Cameroon","2002","Gross Domestic Product (GDP)","719.500958555972"
"Cameroon","2001","Gross Domestic Product (GDP)","654.201287705265"
"Cameroon","2000","Gross Domestic Product (GDP)","647.591819076341"
"Canada","2015","Gross Domestic Product (GDP)","43193.7918063055"
"Canada","2014","Gross Domestic Product (GDP)","50569.6801238166"
"Canada","2013","Gross Domestic Product (GDP)","52333.945707753"
"Canada","2012","Gross Domestic Product (GDP)","52364.8060006705"
"Canada","2011","Gross Domestic Product (GDP)","51907.2487588631"
"Canada","2010","Gross Domestic Product (GDP)","47361.1158473465"
"Canada","2009","Gross Domestic Product (GDP)","40734.3295362591"
"Canada","2008","Gross Domestic Product (GDP)","46581.9567407894"
"Canada","2007","Gross Domestic Product (GDP)","44603.3119751503"
"Canada","2006","Gross Domestic Product (GDP)","40548.7422509488"
"Canada","2005","Gross Domestic Product (GDP)","36473.9104122023"
"Canada","2004","Gross Domestic Product (GDP)","32269.8271928033"
"Canada","2003","Gross Domestic Product (GDP)","28441.7474735104"
"Canada","2002","Gross Domestic Product (GDP)","24396.6416107957"
"Canada","2001","Gross Domestic Product (GDP)","23931.473410427"
"Canada","2000","Gross Domestic Product (GDP)","24348.256257947"
"Cayman Islands","2015","Gross Domestic Product (GDP)","77517.7303843546"
"Cayman Islands","2014","Gross Domestic Product (GDP)","76206.7406067418"
"Cayman Islands","2013","Gross Domestic Product (GDP)","74708.2875429552"
"Cayman Islands","2012","Gross Domestic Product (GDP)","74493.7741534724"
"Cayman Islands","2011","Gross Domestic Product (GDP)","74408.9704440033"
"Cayman Islands","2010","Gross Domestic Product (GDP)","75460.7514935413"
"Cayman Islands","2009","Gross Domestic Product (GDP)","79624.4026777461"
"Cayman Islands","2008","Gross Domestic Product (GDP)","87638.3049251545"
"Cayman Islands","2007","Gross Domestic Product (GDP)","87891.8228295881"
"Cayman Islands","2006","Gross Domestic Product (GDP)","83319.7851829641"
"Cayman Islands","2005","Gross Domestic Product (GDP)","81398.6963383756"
"Cayman Islands","2004","Gross Domestic Product (GDP)","73249.4656921135"
"Cayman Islands","2003","Gross Domestic Product (GDP)","71431.257186686"
"Cayman Islands","2002","Gross Domestic Product (GDP)","70826.1609523252"
"Cayman Islands","2001","Gross Domestic Product (GDP)","70098.9919289141"
"Cayman Islands","2000","Gross Domestic Product (GDP)","70966.9217798919"
"Central African Republic","2015","Gross Domestic Product (GDP)","377.137510069731"
"Central African Republic","2014","Gross Domestic Product (GDP)","423.883961103728"
"Central African Republic","2013","Gross Domestic Product (GDP)","380.190115322898"
"Central African Republic","2012","Gross Domestic Product (GDP)","565.832891054086"
"Central African Republic","2011","Gross Domestic Product (GDP)","551.027897296534"
"Central African Republic","2010","Gross Domestic Product (GDP)","487.945191738819"
"Central African Republic","2009","Gross Domestic Product (GDP)","474.705452136253"
"Central African Republic","2008","Gross Domestic Product (GDP)","475.773405792153"
"Central African Republic","2007","Gross Domestic Product (GDP)","418.03822139935"
"Central African Republic","2006","Gross Domestic Product (GDP)","373.355275355788"
"Central African Republic","2005","Gross Domestic Product (GDP)","349.844492751466"
"Central African Republic","2004","Gross Domestic Product (GDP)","335.584230855263"
"Central African Republic","2003","Gross Domestic Product (GDP)","307.255304431514"
"Central African Republic","2002","Gross Domestic Product (GDP)","272.815305797366"
"Central African Republic","2001","Gross Domestic Product (GDP)","261.945909562888"
"Central African Republic","2000","Gross Domestic Product (GDP)","262.83512745256"
"Chad","2015","Gross Domestic Product (GDP)","828.465788985983"
"Chad","2014","Gross Domestic Product (GDP)","1061.17095896847"
"Chad","2013","Gross Domestic Product (GDP)","1044.40177524798"
"Chad","2012","Gross Domestic Product (GDP)","1095.35496273448"
"Chad","2011","Gross Domestic Product (GDP)","1048.11805885819"
"Chad","2010","Gross Domestic Product (GDP)","917.880124482655"
"Chad","2009","Gross Domestic Product (GDP)","815.259686517229"
"Chad","2008","Gross Domestic Product (GDP)","927.055827857763"
"Chad","2007","Gross Domestic Product (GDP)","776.242563593508"
"Chad","2006","Gross Domestic Product (GDP)","712.732668785151"
"Chad","2005","Gross Domestic Product (GDP)","661.667309402811"
"Chad","2004","Gross Domestic Product (GDP)","515.847613282192"
"Chad","2003","Gross Domestic Product (GDP)","330.372748696814"
"Chad","2002","Gross Domestic Product (GDP)","250.62755593515"
"Chad","2001","Gross Domestic Product (GDP)","224.096961074373"
"Chad","2000","Gross Domestic Product (GDP)","188.586789931322"
"Chile","2015","Gross Domestic Product (GDP)","13574.1718307245"
"Chile","2014","Gross Domestic Product (GDP)","14670.9967606017"
"Chile","2013","Gross Domestic Product (GDP)","15842.940805213"
"Chile","2012","Gross Domestic Product (GDP)","15351.5512187624"
"Chile","2011","Gross Domestic Product (GDP)","14637.2402355447"
"Chile","2010","Gross Domestic Product (GDP)","12808.0354231427"
"Chile","2009","Gross Domestic Product (GDP)","10208.90685619"
"Chile","2008","Gross Domestic Product (GDP)","10751.4789368151"
"Chile","2007","Gross Domestic Product (GDP)","10502.355190327"
"Chile","2006","Gross Domestic Product (GDP)","9464.55024290953"
"Chile","2005","Gross Domestic Product (GDP)","7598.52512109297"
"Chile","2004","Gross Domestic Product (GDP)","6197.92779686379"
"Chile","2003","Gross Domestic Product (GDP)","4800.37256353606"
"Chile","2002","Gross Domestic Product (GDP)","4469.27963632567"
"Chile","2001","Gross Domestic Product (GDP)","4605.2517878879"
"Chile","2000","Gross Domestic Product (GDP)","5107.63585557179"
"China (mainland)","2015","Gross Domestic Product (GDP)","7862.66229201051"
"China (mainland)","2014","Gross Domestic Product (GDP)","7485.50745041217"
"China (mainland)","2013","Gross Domestic Product (GDP)","6875.91169894027"
"China (mainland)","2012","Gross Domestic Product (GDP)","6163.95527915991"
"China (mainland)","2011","Gross Domestic Product (GDP)","5486.05556157241"
"China (mainland)","2010","Gross Domestic Product (GDP)","4447.06365945419"
"China (mainland)","2009","Gross Domestic Product (GDP)","3748.02340229331"
"China (mainland)","2008","Gross Domestic Product (GDP)","3394.24197475576"
"China (mainland)","2007","Gross Domestic Product (GDP)","2637.69646064362"
"China (mainland)","2006","Gross Domestic Product (GDP)","2056.2573271735"
"China (mainland)","2005","Gross Domestic Product (GDP)","1717.76600451595"
"China (mainland)","2004","Gross Domestic Product (GDP)","1477.87013757317"
"China (mainland)","2003","Gross Domestic Product (GDP)","1262.27913355046"
"China (mainland)","2002","Gross Domestic Product (GDP)","1124.83629342658"
"China (mainland)","2001","Gross Domestic Product (GDP)","1030.99829918526"
"China (mainland)","2000","Gross Domestic Product (GDP)","938.615656334364"
"China, Hong Kong SAR","2015","Gross Domestic Product (GDP)","43053.9653238532"
"China, Hong Kong SAR","2014","Gross Domestic Product (GDP)","40851.2213528559"
"China, Hong Kong SAR","2013","Gross Domestic Product (GDP)","38892.0177546774"
"China, Hong Kong SAR","2012","Gross Domestic Product (GDP)","37268.9856750447"
"China, Hong Kong SAR","2011","Gross Domestic Product (GDP)","35468.5542720905"
"China, Hong Kong SAR","2010","Gross Domestic Product (GDP)","32820.5304251193"
"China, Hong Kong SAR","2009","Gross Domestic Product (GDP)","30911.026975697"
"China, Hong Kong SAR","2008","Gross Domestic Product (GDP)","31863.2817527757"
"China, Hong Kong SAR","2007","Gross Domestic Product (GDP)","30935.1592861656"
"China, Hong Kong SAR","2006","Gross Domestic Product (GDP)","28452.3902381875"
"China, Hong Kong SAR","2005","Gross Domestic Product (GDP)","26821.3781192474"
"China, Hong Kong SAR","2004","Gross Domestic Product (GDP)","25072.0015009406"
"China, Hong Kong SAR","2003","Gross Domestic Product (GDP)","23999.005275913"
"China, Hong Kong SAR","2002","Gross Domestic Product (GDP)","24821.6141605681"
"China, Hong Kong SAR","2001","Gross Domestic Product (GDP)","25417.8729019695"
"China, Hong Kong SAR","2000","Gross Domestic Product (GDP)","25985.5285000188"
"China, Macao Special Administrative Region","2015","Gross Domestic Product (GDP)","74840.6974436886"
"China, Macao Special Administrative Region","2014","Gross Domestic Product (GDP)","93022.8526104386"
"China, Macao Special Administrative Region","2013","Gross Domestic Product (GDP)","89260.6377500697"
"China, Macao Special Administrative Region","2012","Gross Domestic Product (GDP)","76572.2300758756"
"China, Macao Special Administrative Region","2011","Gross Domestic Product (GDP)","66891.33388298"
"China, Macao Special Administrative Region","2010","Gross Domestic Product (GDP)","52472.6917258749"
"China, Macao Special Administrative Region","2009","Gross Domestic Product (GDP)","41010.2317716341"
"China, Macao Special Administrative Region","2008","Gross Domestic Product (GDP)","40810.2231219851"
"China, Macao Special Administrative Region","2007","Gross Domestic Product (GDP)","36550.2076339955"
"China, Macao Special Administrative Region","2006","Gross Domestic Product (GDP)","30121.7669174833"
"China, Macao Special Administrative Region","2005","Gross Domestic Product (GDP)","25183.5047878201"
"China, Macao Special Administrative Region","2004","Gross Domestic Product (GDP)","22568.535089543"
"China, Macao Special Administrative Region","2003","Gross Domestic Product (GDP)","17920.7010411391"
"China, Macao Special Administrative Region","2002","Gross Domestic Product (GDP)","16424.5711955512"
"China, Macao Special Administrative Region","2001","Gross Domestic Product (GDP)","15664.9402619825"
"China, Macao Special Administrative Region","2000","Gross Domestic Product (GDP)","15835.6208264656"
"Colombia","2015","Gross Domestic Product (GDP)","6175.87613151291"
"Colombia","2014","Gross Domestic Product (GDP)","8114.34545321074"
"Colombia","2013","Gross Domestic Product (GDP)","8218.3475484219"
"Colombia","2012","Gross Domestic Product (GDP)","8050.25584066998"
"Colombia","2011","Gross Domestic Product (GDP)","7335.16689309775"
"Colombia","2010","Gross Domestic Product (GDP)","6336.70921367982"
"Colombia","2009","Gross Domestic Product (GDP)","5193.24145075558"
"Colombia","2008","Gross Domestic Product (GDP)","5472.53613345248"
"Colombia","2007","Gross Domestic Product (GDP)","4714.07254101209"
"Colombia","2006","Gross Domestic Product (GDP)","3741.09317111969"
"Colombia","2005","Gross Domestic Product (GDP)","3414.46583317228"
"Colombia","2004","Gross Domestic Product (GDP)","2764.64246042563"
"Colombia","2003","Gross Domestic Product (GDP)","2266.66013167231"
"Colombia","2002","Gross Domestic Product (GDP)","2381.14088879135"
"Colombia","2001","Gross Domestic Product (GDP)","2423.91724368124"
"Colombia","2000","Gross Domestic Product (GDP)","2503.92321263136"
"Comoros","2015","Gross Domestic Product (GDP)","1242.10300779502"
"Comoros","2014","Gross Domestic Product (GDP)","1511.81594059508"
"Comoros","2013","Gross Domestic Product (GDP)","1504.9194448314"
"Comoros","2012","Gross Domestic Product (GDP)","1403.42754144482"
"Comoros","2011","Gross Domestic Product (GDP)","1446.06985853468"
"Comoros","2010","Gross Domestic Product (GDP)","1315.21600248004"
"Comoros","2009","Gross Domestic Product (GDP)","1339.33719812132"
"Comoros","2008","Gross Domestic Product (GDP)","1387.59457541924"
"Comoros","2007","Gross Domestic Product (GDP)","1238.46161854632"
"Comoros","2006","Gross Domestic Product (GDP)","1334.85328371083"
"Comoros","2005","Gross Domestic Product (GDP)","1287.28480704877"
"Comoros","2004","Gross Domestic Product (GDP)","1275.93087712999"
"Comoros","2003","Gross Domestic Product (GDP)","1127.08433075257"
"Comoros","2002","Gross Domestic Product (GDP)","896.828746250512"
"Comoros","2001","Gross Domestic Product (GDP)","819.544120708571"
"Comoros","2000","Gross Domestic Product (GDP)","777.979137931335"
"Congo","2015","Gross Domestic Product (GDP)","2419.76585984367"
"Congo","2014","Gross Domestic Product (GDP)","3749.17972008883"
"Congo","2013","Gross Domestic Product (GDP)","3883.74217733555"
"Congo","2012","Gross Domestic Product (GDP)","3923.09149307029"
"Congo","2011","Gross Domestic Product (GDP)","3741.57944990678"
"Congo","2010","Gross Domestic Product (GDP)","3200.48498849609"
"Congo","2009","Gross Domestic Product (GDP)","2290.59943285752"
"Congo","2008","Gross Domestic Product (GDP)","2892.41797041587"
"Congo","2007","Gross Domestic Product (GDP)","2262.85682758386"
"Congo","2006","Gross Domestic Product (GDP)","2153.49285381512"
"Congo","2005","Gross Domestic Product (GDP)","1752.73924707285"
"Congo","2004","Gross Domestic Product (GDP)","1381.40367372293"
"Congo","2003","Gross Domestic Product (GDP)","1070.4186768143"
"Congo","2002","Gross Domestic Product (GDP)","951.673607816045"
"Congo","2001","Gross Domestic Product (GDP)","905.837991675996"
"Congo","2000","Gross Domestic Product (GDP)","1074.03792363184"
"Cook Islands","2015","Gross Domestic Product (GDP)","17182.6147660162"
"Cook Islands","2014","Gross Domestic Product (GDP)","18057.4161202197"
"Cook Islands","2013","Gross Domestic Product (GDP)","16217.2114987377"
"Cook Islands","2012","Gross Domestic Product (GDP)","16622.1208987868"
"Cook Islands","2011","Gross Domestic Product (GDP)","14947.5480838305"
"Cook Islands","2010","Gross Domestic Product (GDP)","13092.7319093479"
"Cook Islands","2009","Gross Domestic Product (GDP)","11588.4593648185"
"Cook Islands","2008","Gross Domestic Product (GDP)","11980.753831758"
"Cook Islands","2007","Gross Domestic Product (GDP)","11928.8791021861"
"Cook Islands","2006","Gross Domestic Product (GDP)","10736.1459040396"
"Cook Islands","2005","Gross Domestic Product (GDP)","10443.3543629289"
"Cook Islands","2004","Gross Domestic Product (GDP)","10301.7002160566"
"Cook Islands","2003","Gross Domestic Product (GDP)","8958.32801659206"
"Cook Islands","2002","Gross Domestic Product (GDP)","6638.13525491287"
"Cook Islands","2001","Gross Domestic Product (GDP)","5825.65418628899"
"Cook Islands","2000","Gross Domestic Product (GDP)","5576.33577711793"
"Costa Rica","2015","Gross Domestic Product (GDP)","11642.7811074451"
"Costa Rica","2014","Gross Domestic Product (GDP)","10847.15608969"
"Costa Rica","2013","Gross Domestic Product (GDP)","10744.0993815394"
"Costa Rica","2012","Gross Domestic Product (GDP)","10075.0118245411"
"Costa Rica","2011","Gross Domestic Product (GDP)","9229.83378805097"
"Costa Rica","2010","Gross Domestic Product (GDP)","8227.11959493577"
"Costa Rica","2009","Gross Domestic Product (GDP)","6801.03574347157"
"Costa Rica","2008","Gross Domestic Product (GDP)","6901.38634869592"
"Costa Rica","2007","Gross Domestic Product (GDP)","6103.7168127776"
"Costa Rica","2006","Gross Domestic Product (GDP)","5226.94699957596"
"Costa Rica","2005","Gross Domestic Product (GDP)","4677.29432428607"
"Costa Rica","2004","Gross Domestic Product (GDP)","4404.66263724368"
"Costa Rica","2003","Gross Domestic Product (GDP)","4147.80124816509"
"Costa Rica","2002","Gross Domestic Product (GDP)","4042.73051511895"
"Costa Rica","2001","Gross Domestic Product (GDP)","3960.29766797887"
"Costa Rica","2000","Gross Domestic Product (GDP)","3789.09199977211"
"Côte d'Ivoire","2015","Gross Domestic Product (GDP)","1971.05367368943"
"Côte d'Ivoire","2014","Gross Domestic Product (GDP)","2042.2791298561"
"Côte d'Ivoire","2013","Gross Domestic Product (GDP)","1756.82408645733"
"Côte d'Ivoire","2012","Gross Domestic Product (GDP)","1461.62137137244"
"Côte d'Ivoire","2011","Gross Domestic Product (GDP)","1359.79904138624"
"Côte d'Ivoire","2010","Gross Domestic Product (GDP)","1279.11590606267"
"Côte d'Ivoire","2009","Gross Domestic Product (GDP)","1210.29544962208"
"Côte d'Ivoire","2008","Gross Domestic Product (GDP)","1235.61348837442"
"Côte d'Ivoire","2007","Gross Domestic Product (GDP)","1061.06198897502"
"Côte d'Ivoire","2006","Gross Domestic Product (GDP)","949.131815323224"
"Côte d'Ivoire","2005","Gross Domestic Product (GDP)","930.829742473637"
"Côte d'Ivoire","2004","Gross Domestic Product (GDP)","921.205464450172"
"Côte d'Ivoire","2003","Gross Domestic Product (GDP)","869.712383056761"
"Côte d'Ivoire","2002","Gross Domestic Product (GDP)","716.533842169898"
"Côte d'Ivoire","2001","Gross Domestic Product (GDP)","664.127821776102"
"Côte d'Ivoire","2000","Gross Domestic Product (GDP)","649.149269374015"
"Croatia","2015","Gross Domestic Product (GDP)","11850.8585093439"
"Croatia","2014","Gross Domestic Product (GDP)","13706.9987590108"
"Croatia","2013","Gross Domestic Product (GDP)","13770.0783950438"
"Croatia","2012","Gross Domestic Product (GDP)","13313.3071939353"
"Croatia","2011","Gross Domestic Product (GDP)","14646.0620071516"
"Croatia","2010","Gross Domestic Product (GDP)","13961.1175776341"
"Croatia","2009","Gross Domestic Product (GDP)","14531.2527848023"
"Croatia","2008","Gross Domestic Product (GDP)","16254.6686791816"
"Croatia","2007","Gross Domestic Product (GDP)","13878.210806737"
"Croatia","2006","Gross Domestic Product (GDP)","11636.5566160532"
"Croatia","2005","Gross Domestic Product (GDP)","10456.746126194"
"Croatia","2004","Gross Domestic Product (GDP)","9571.15959699615"
"Croatia","2003","Gross Domestic Product (GDP)","7971.42685447841"
"Croatia","2002","Gross Domestic Product (GDP)","6159.18855702781"
"Croatia","2001","Gross Domestic Product (GDP)","5279.77344512555"
"Croatia","2000","Gross Domestic Product (GDP)","4932.11573307511"
"Cuba","2015","Gross Domestic Product (GDP)","7700.4289436438"
"Cuba","2014","Gross Domestic Product (GDP)","7133.34083317591"
"Cuba","2013","Gross Domestic Product (GDP)","6837.711073825"
"Cuba","2012","Gross Domestic Product (GDP)","6497.31938161005"
"Cuba","2011","Gross Domestic Product (GDP)","6186.11464308196"
"Cuba","2010","Gross Domestic Product (GDP)","5730.35477459488"
"Cuba","2009","Gross Domestic Product (GDP)","5529.67036020975"
"Cuba","2008","Gross Domestic Product (GDP)","5411.27141824963"
"Cuba","2007","Gross Domestic Product (GDP)","5208.70718493676"
"Cuba","2006","Gross Domestic Product (GDP)","4683.55727535705"
"Cuba","2005","Gross Domestic Product (GDP)","3786.64383032508"
"Cuba","2004","Gross Domestic Product (GDP)","3395.74760463327"
"Cuba","2003","Gross Domestic Product (GDP)","3197.12484870894"
"Cuba","2002","Gross Domestic Product (GDP)","2999.24524433842"
