Store,Date,Temperature,Fuel_Price,CPI,Unemployment
12,2017-06-30,35 °C,"23,222 VNĐ",129.6938,12.89 %
12,2017-10-04,34 °C,"23,088 VNĐ",129.77064520000002,12.89 %
12,2017-10-11,37 °C,"23,313 VNĐ",129.78216129999998,12.89 %
12,2017-10-18,34 °C,"22,615 VNĐ",129.7936774,12.89 %
12,2017-04-01,30 °C,"23,228 VNĐ",129.8051935,12.89 %
12,2017-11-01,24 °C,"23,203 VNĐ",129.81670970000002,12.89 %
12,2017-11-08,27 °C,"23,137 VNĐ",129.82683329999998,12.89 %
12,2017-11-15,27 °C,"21,978 VNĐ",129.8364,12.89 %
12,2017-02-02,26 °C,"22,457 VNĐ",129.84596670000002,12.89 %
12,2017-09-02,21 °C,"22,111 VNĐ",129.8555333,12.89 %
12,2017-12-06,22 °C,"21,844 VNĐ",129.8980645,12.89 %
12,2017-12-13,23 °C,"21,486 VNĐ",129.98454840000002,12.89 %
12,2017-12-20,22 °C,"20,801 VNĐ",130.07103229999998,12.89 %
12,2018-05-23,25 °C,"21,838 VNĐ",130.15751609999998,12.187000000000001 %
12,2018-01-03,24 °C,"22,190 VNĐ",130.244,12.187000000000001 %
12,2018-01-10,23 °C,"22,208 VNĐ",130.27922579999998,12.187000000000001 %
12,2018-01-17,25 °C,"22,299 VNĐ",130.31445159999998,12.187000000000001 %
12,2018-02-21,25 °C,"22,463 VNĐ",130.3496774,12.187000000000001 %
12,2018-09-23,26 °C,"22,585 VNĐ",130.38490320000002,12.187000000000001 %
12,2018-02-07,26 °C,"22,943 VNĐ",130.4546207,12.187000000000001 %
12,2018-02-14,27 °C,"23,968 VNĐ",130.5502069,12.187000000000001 %
12,2018-01-24,26 °C,"25,352 VNĐ",130.6457931,12.187000000000001 %
12,2018-08-25,27 °C,"25,788 VNĐ",130.7413793,12.187000000000001 %
12,2018-03-07,32 °C,"25,928 VNĐ",130.82619350000002,12.187000000000001 %
12,2018-03-14,28 °C,"24,502 VNĐ",130.8966452,12.187000000000001 %
12,2018-03-21,32 °C,"26,055 VNĐ",130.96709679999998,12.187000000000001 %
12,2018-05-26,32 °C,"25,006 VNĐ",131.03754840000002,11.627 %
12,2018-04-04,32 °C,"25,813 VNĐ",131.108,11.627 %
12,2018-04-11,33 °C,"25,618 VNĐ",131.11733329999998,11.627 %
12,2018-04-18,39 °C,"25,443 VNĐ",131.12666670000002,11.627 %
12,2018-03-27,38 °C,"25,309 VNĐ",131.136,11.627 %
12,2018-10-27,39 °C,"25,400 VNĐ",131.14533329999998,11.627 %
12,2018-05-09,42 °C,"24,939 VNĐ",131.0983226,11.627 %
12,2018-05-16,42 °C,"26,049 VNĐ",131.02877420000002,11.627 %
12,2017-12-27,39 °C,"25,952 VNĐ",130.95922579999998,11.627 %
12,2018-07-28,42 °C,"24,896 VNĐ",130.8896774,11.627 %
12,2018-06-06,43 °C,"25,145 VNĐ",130.82953329999998,11.627 %
12,2018-06-13,46 °C,"24,356 VNĐ",130.7929,11.627 %
12,2018-06-20,45 °C,"23,513 VNĐ",130.75626670000003,11.627 %
12,2018-05-29,45 °C,"22,845 VNĐ",130.7196333,10.925999999999998 %
12,2018-07-04,48 °C,"22,591 VNĐ",130.683,10.925999999999998 %
12,2018-07-11,43 °C,"22,609 VNĐ",130.70129029999998,10.925999999999998 %
12,2018-07-18,47 °C,"22,870 VNĐ",130.7195806,10.925999999999998 %
12,2018-02-27,44 °C,"22,815 VNĐ",130.73787099999998,10.925999999999998 %
12,2018-09-29,48 °C,"23,125 VNĐ",130.7561613,10.925999999999998 %
12,2018-08-08,47 °C,"24,284 VNĐ",130.7909677,10.925999999999998 %
12,2018-08-15,43 °C,"24,605 VNĐ",130.8381613,10.925999999999998 %
12,2018-08-22,45 °C,"24,836 VNĐ",130.8853548,10.925999999999998 %
12,2018-06-30,44 °C,"25,024 VNĐ",130.93254840000003,10.925999999999998 %
12,2018-09-05,42 °C,"25,078 VNĐ",130.97766670000001,10.925999999999998 %
12,2018-09-12,41 °C,"25,030 VNĐ",131.01033329999999,10.925999999999998 %
12,2018-09-19,41 °C,"24,065 VNĐ",131.043,10.925999999999998 %
12,2018-05-01,41 °C,"24,065 VNĐ",131.0756667,10.199 %
12,2018-12-01,36 °C,"27,111 VNĐ",131.1083333,10.199 %
12,2018-10-10,34 °C,"26,996 VNĐ",131.14996770000002,10.199 %
12,2018-10-17,33 °C,"26,098 VNĐ",131.19309679999998,10.199 %
12,2018-02-01,32 °C,"24,872 VNĐ",131.2362258,10.199 %
12,2018-09-02,33 °C,"23,974 VNĐ",131.2793548,10.199 %
12,2018-11-07,25 °C,"23,264 VNĐ",131.3258,10.199 %
12,2018-11-14,29 °C,"22,809 VNĐ",131.37666670000002,10.199 %
12,2018-11-21,29 °C,"21,729 VNĐ",131.4275333,10.199 %
12,2018-07-03,29 °C,"22,257 VNĐ",131.4784,10.199 %
12,2018-12-05,25 °C,"21,037 VNĐ",131.537,10.199 %
12,2018-12-12,21 °C,"20,588 VNĐ",131.642,10.199 %
12,2018-12-19,22 °C,"21,116 VNĐ",131.747,10.199 %
12,2019-03-23,19 °C,"21,298 VNĐ",131.852,9.91 %
12,2019-10-23,22 °C,"21,492 VNĐ",131.957,9.91 %
12,2019-01-09,18 °C,"21,511 VNĐ",132.030871,9.91 %
12,2019-01-16,25 °C,"20,248 VNĐ",132.0922903,9.91 %
12,2018-12-24,25 °C,"21,844 VNĐ",132.1537097,9.91 %
12,2019-07-24,27 °C,"23,028 VNĐ",132.215129,9.91 %
12,2019-02-06,24 °C,"23,810 VNĐ",132.2725714,9.91 %
12,2019-02-13,25 °C,"24,460 VNĐ",132.32007140000002,9.91 %
12,2018-12-25,24 °C,"24,933 VNĐ",132.3675714,9.91 %
12,2019-07-25,30 °C,"23,507 VNĐ",132.41507140000002,9.91 %
12,2019-03-06,31 °C,"24,902 VNĐ",132.4668065,9.91 %
12,2019-03-13,34 °C,"24,648 VNĐ",132.529129,9.91 %
12,2019-03-20,31 °C,"24,369 VNĐ",132.59145159999997,9.91 %
12,2019-04-25,35 °C,"24,259 VNĐ",132.65377420000002,9.874 %
12,2019-11-25,33 °C,"24,156 VNĐ",132.71609679999997,9.874 %
12,2019-04-10,32 °C,"22,815 VNĐ",132.71609679999997,9.874 %
12,2019-04-17,35 °C,"23,598 VNĐ",132.71609679999997,9.874 %
12,2019-02-24,38 °C,"22,275 VNĐ",,nan %
12,2019-09-26,35 °C,"22,384 VNĐ",,nan %
12,2019-05-08,42 °C,"23,112 VNĐ",,nan %
12,2019-05-15,39 °C,"23,270 VNĐ",,nan %
12,2019-05-22,41 °C,"23,234 VNĐ",,nan %
12,2019-06-27,45 °C,"22,991 VNĐ",,nan %
12,2019-06-05,46 °C,"22,882 VNĐ",,nan %
12,2019-06-12,44 °C,"22,852 VNĐ",,nan %
12,2019-06-19,45 °C,"22,943 VNĐ",,nan %
12,2019-04-28,51 °C,"22,773 VNĐ",,nan %
12,2019-11-28,46 °C,"22,676 VNĐ",,nan %
12,2019-07-10,47 °C,"23,197 VNĐ",,nan %
12,2019-07-17,45 °C,"23,452 VNĐ",,nan %
13,2016-04-22,16 °C,"16,177 VNĐ",126.4420645,8.316 %
13,2016-11-22,17 °C,"16,207 VNĐ",126.4962581,8.316 %
13,2016-02-10,18 °C,"16,104 VNĐ",126.5262857,8.316 %
13,2016-02-17,15 °C,"16,183 VNĐ",126.55228570000001,8.316 %
13,2016-04-23,20 °C,"16,268 VNĐ",126.57828570000001,8.316 %
13,2016-11-23,19 °C,"16,583 VNĐ",126.6042857,8.316 %
13,2016-03-09,21 °C,"16,881 VNĐ",126.6066452,8.316 %
13,2016-03-16,21 °C,"17,105 VNĐ",126.6050645,8.316 %
13,2016-01-26,21 °C,"17,245 VNĐ",126.60348390000001,8.107000000000001 %
13,2016-08-25,19 °C,"17,457 VNĐ",126.60190320000001,8.107000000000001 %
13,2016-04-06,25 °C,"17,688 VNĐ",126.5621,8.107000000000001 %
13,2016-04-13,28 °C,"17,815 VNĐ",126.47133329999998,8.107000000000001 %
13,2016-04-20,24 °C,"17,846 VNĐ",126.38056670000002,8.107000000000001 %
13,2016-06-25,22 °C,"17,888 VNĐ",126.2898,8.107000000000001 %
13,2016-05-04,25 °C,"17,973 VNĐ",126.20854840000001,8.107000000000001 %
13,2016-05-11,29 °C,"17,900 VNĐ",126.18438710000001,8.107000000000001 %
13,2016-05-18,27 °C,"17,645 VNĐ",126.16022579999999,8.107000000000001 %
13,2016-03-27,30 °C,"17,421 VNĐ",126.1360645,8.107000000000001 %
13,2016-10-27,33 °C,"17,239 VNĐ",126.11190320000001,8.107000000000001 %
13,2016-06-08,29 °C,"17,105 VNĐ",126.11399999999999,8.107000000000001 %
13,2016-06-15,36 °C,"17,111 VNĐ",126.1266,8.107000000000001 %
13,2016-01-29,39 °C,"17,075 VNĐ",126.1392,7.9510000000000005 %
13,2016-08-28,36 °C,"17,002 VNĐ",126.1518,7.9510000000000005 %
13,2016-07-06,39 °C,"16,935 VNĐ",126.1498065,7.9510000000000005 %
13,2016-07-13,41 °C,"16,972 VNĐ",126.1283548,7.9510000000000005 %
13,2016-07-20,39 °C,"16,972 VNĐ",126.10690320000002,7.9510000000000005 %
13,2016-05-29,41 °C,"17,002 VNĐ",126.08545159999998,7.9510000000000005 %
13,2016-08-03,37 °C,"17,215 VNĐ",126.064,7.9510000000000005 %
13,2016-08-10,38 °C,"17,293 VNĐ",126.0766452,7.9510000000000005 %
13,2016-08-17,38 °C,"17,318 VNĐ",126.08929029999999,7.9510000000000005 %
13,2016-02-28,33 °C,"17,403 VNĐ",126.1019355,7.9510000000000005 %
13,2016-09-29,33 °C,"17,415 VNĐ",126.11458059999998,7.9510000000000005 %
13,2016-09-07,33 °C,"17,445 VNĐ",126.14546670000001,7.9510000000000005 %
13,2016-09-14,34 °C,"17,427 VNĐ",126.19003329999998,7.9510000000000005 %
13,2016-01-01,34 °C,"17,312 VNĐ",126.2346,7.795 %
13,2016-07-31,32 °C,"17,239 VNĐ",126.27916670000002,7.795 %
13,2016-10-05,27 °C,"17,263 VNĐ",126.3266774,7.795 %
13,2016-10-12,28 °C,"17,287 VNĐ",126.38154840000001,7.795 %
13,2016-10-19,23 °C,"17,239 VNĐ",126.43641940000002,7.795 %
13,2016-05-01,25 °C,"17,178 VNĐ",126.49129029999999,7.795 %
13,2016-12-01,21 °C,"17,178 VNĐ",126.5461613,7.795 %
13,2016-11-09,21 °C,"17,245 VNĐ",126.6072,7.795 %
13,2016-11-16,14 °C,"17,172 VNĐ",126.66926670000001,7.795 %
13,2016-03-02,13 °C,"17,063 VNĐ",126.73133329999999,7.795 %
13,2016-10-02,18 °C,"17,093 VNĐ",126.7934,7.795 %
13,2016-12-07,18 °C,"17,245 VNĐ",126.87948390000001,7.795 %
13,2016-12-14,17 °C,"17,269 VNĐ",126.98358059999998,7.795 %
13,2016-12-21,13 °C,"17,403 VNĐ",127.0876774,7.795 %
13,2017-06-21,8 °C,"17,542 VNĐ",127.19177420000001,7.47 %
13,2017-01-04,10 °C,"17,615 VNĐ",127.3009355,7.47 %
13,2017-01-11,17 °C,"17,803 VNĐ",127.44048390000002,7.47 %
13,2017-01-18,16 °C,"17,961 VNĐ",127.58003229999998,7.47 %
13,2017-03-23,12 °C,"18,046 VNĐ",127.71958059999999,7.47 %
13,2017-10-23,15 °C,"18,410 VNĐ",127.85912900000001,7.47 %
13,2017-02-08,20 °C,"18,580 VNĐ",127.99525,7.47 %
13,2017-02-15,17 °C,"18,932 VNĐ",128.13,7.47 %
13,2017-03-24,17 °C,"19,599 VNĐ",128.26475,7.47 %
13,2017-10-24,21 °C,"20,303 VNĐ",128.3995,7.47 %
13,2017-03-08,22 °C,"20,673 VNĐ",128.5121935,7.47 %
13,2017-03-15,21 °C,"20,843 VNĐ",128.6160645,7.47 %
13,2016-12-25,21 °C,"21,159 VNĐ",128.7199355,7.193 %
13,2017-07-25,21 °C,"21,523 VNĐ",128.8238065,7.193 %
13,2017-04-05,21 °C,"21,941 VNĐ",128.91073329999998,7.193 %
13,2017-04-12,24 °C,"22,178 VNĐ",128.9553,7.193 %
13,2017-04-19,22 °C,"22,348 VNĐ",128.9998667,7.193 %
13,2017-05-26,24 °C,"22,718 VNĐ",129.04443329999998,7.193 %
13,2017-05-03,26 °C,"22,876 VNĐ",129.089,7.193 %
13,2017-05-10,26 °C,"23,070 VNĐ",129.0756774,7.193 %
13,2017-05-17,27 °C,"22,924 VNĐ",129.0623548,7.193 %
13,2017-02-24,26 °C,"22,767 VNĐ",129.0490323,7.193 %
13,2017-09-26,31 °C,"22,645 VNĐ",129.0357097,7.193 %
13,2017-06-07,32 °C,"22,475 VNĐ",129.0432,7.193 %
13,2017-06-14,33 °C,"22,257 VNĐ",129.0663,7.193 %
13,2016-12-28,37 °C,"21,923 VNĐ",129.0894,6.8770000000000024 %
13,2017-07-28,39 °C,"21,620 VNĐ",129.1125,6.8770000000000024 %
13,2017-07-05,38 °C,"21,559 VNĐ",129.1338387,6.8770000000000024 %
13,2017-07-12,39 °C,"21,620 VNĐ",129.1507742,6.8770000000000024 %
13,2017-07-19,39 °C,"21,687 VNĐ",129.16770970000002,6.8770000000000024 %
13,2017-04-28,38 °C,"21,814 VNĐ",129.1846452,6.8770000000000024 %
13,2017-11-28,38 °C,"21,881 VNĐ",129.2015806,6.8770000000000024 %
13,2017-08-09,38 °C,"21,711 VNĐ",129.2405806,6.8770000000000024 %
13,2017-08-16,41 °C,"21,662 VNĐ",129.2832581,6.8770000000000024 %
13,2017-01-30,38 °C,"21,723 VNĐ",129.32593549999999,6.8770000000000024 %
13,2017-08-30,35 °C,"21,960 VNĐ",129.3686129,6.8770000000000024 %
13,2017-09-06,34 °C,"22,093 VNĐ",129.4306,6.8770000000000024 %
13,2017-09-13,32 °C,"22,136 VNĐ",129.5183333,6.8770000000000024 %
13,2017-09-20,34 °C,"21,984 VNĐ",129.6060667,6.8770000000000024 %
13,2017-06-30,30 °C,"21,796 VNĐ",129.6938,6.392 %
13,2017-10-04,26 °C,"21,644 VNĐ",129.77064520000002,6.392 %
13,2017-10-11,27 °C,"21,717 VNĐ",129.78216129999998,6.392 %
13,2017-10-18,24 °C,"21,644 VNĐ",129.7936774,6.392 %
13,2017-04-01,22 °C,"21,468 VNĐ",129.8051935,6.392 %
13,2017-11-01,17 °C,"21,316 VNĐ",129.81670970000002,6.392 %
13,2017-11-08,20 °C,"21,171 VNĐ",129.82683329999998,6.392 %
13,2017-11-15,19 °C,"20,904 VNĐ",129.8364,6.392 %
13,2017-02-02,17 °C,"20,564 VNĐ",129.84596670000002,6.392 %
13,2017-09-02,12 °C,"20,273 VNĐ",129.8555333,6.392 %
13,2017-12-06,14 °C,"19,915 VNĐ",129.8980645,6.392 %
13,2017-12-13,12 °C,"19,332 VNĐ",129.98454840000002,6.392 %
13,2017-12-20,16 °C,"18,926 VNĐ",130.07103229999998,6.392 %
13,2018-05-23,17 °C,"18,689 VNĐ",130.15751609999998,6.104 %
13,2018-01-03,13 °C,"18,543 VNĐ",130.244,6.104 %
13,2018-01-10,16 °C,"18,489 VNĐ",130.27922579999998,6.104 %
13,2018-01-17,17 °C,"18,556 VNĐ",130.31445159999998,6.104 %
13,2018-02-21,16 °C,"18,671 VNĐ",130.3496774,6.104 %
13,2018-09-23,17 °C,"18,907 VNĐ",130.38490320000002,6.104 %
13,2018-02-07,18 °C,"18,926 VNĐ",130.4546207,6.104 %
13,2018-02-14,18 °C,"19,083 VNĐ",130.5502069,6.104 %
13,2018-01-24,16 °C,"19,672 VNĐ",130.6457931,6.104 %
13,2018-08-25,19 °C,"20,509 VNĐ",130.7413793,6.104 %
13,2018-03-07,26 °C,"21,413 VNĐ",130.82619350000002,6.104 %
13,2018-03-14,24 °C,"22,275 VNĐ",130.8966452,6.104 %
13,2018-03-21,27 °C,"22,657 VNĐ",130.96709679999998,6.104 %
13,2018-05-26,24 °C,"23,015 VNĐ",131.03754840000002,5.965 %
13,2018-04-04,26 °C,"23,258 VNĐ",131.108,5.965 %
13,2018-04-11,25 °C,"23,331 VNĐ",131.11733329999998,5.965 %
13,2018-04-18,32 °C,"23,313 VNĐ",131.12666670000002,5.965 %
13,2018-03-27,27 °C,"23,246 VNĐ",131.136,5.965 %
13,2018-10-27,28 °C,"23,112 VNĐ",131.14533329999998,5.965 %
13,2018-05-09,33 °C,"23,106 VNĐ",131.0983226,5.965 %
13,2018-05-16,31 °C,"23,064 VNĐ",131.02877420000002,5.965 %
13,2017-12-27,31 °C,"22,985 VNĐ",130.95922579999998,5.965 %
13,2018-07-28,34 °C,"22,912 VNĐ",130.8896774,5.965 %
13,2018-06-06,33 °C,"22,791 VNĐ",130.82953329999998,5.965 %
13,2018-06-13,36 °C,"22,676 VNĐ",130.7929,5.965 %
13,2018-06-20,41 °C,"22,336 VNĐ",130.75626670000003,5.965 %
13,2018-05-29,40 °C,"22,026 VNĐ",130.7196333,5.765 %
13,2018-07-04,42 °C,"21,814 VNĐ",130.683,5.765 %
13,2018-07-11,38 °C,"21,577 VNĐ",130.70129029999998,5.765 %
13,2018-07-18,40 °C,"21,462 VNĐ",130.7195806,5.765 %
13,2018-02-27,41 °C,"21,310 VNĐ",130.73787099999998,5.765 %
13,2018-09-29,41 °C,"21,292 VNĐ",130.7561613,5.765 %
13,2018-08-08,40 °C,"21,511 VNĐ",130.7909677,5.765 %
13,2018-08-15,39 °C,"21,735 VNĐ",130.8381613,5.765 %
13,2018-08-22,40 °C,"21,990 VNĐ",130.8853548,5.765 %
13,2018-06-30,35 °C,"22,384 VNĐ",130.93254840000003,5.765 %
13,2018-09-05,34 °C,"22,748 VNĐ",130.97766670000001,5.765 %
13,2018-09-12,34 °C,"23,185 VNĐ",131.01033329999999,5.765 %
13,2018-09-19,32 °C,"23,185 VNĐ",131.043,5.765 %
13,2018-05-01,31 °C,"23,149 VNĐ",131.0756667,5.621 %
13,2018-12-01,28 °C,"23,040 VNĐ",131.1083333,5.621 %
13,2018-10-10,26 °C,"22,943 VNĐ",131.14996770000002,5.621 %
13,2018-10-17,23 °C,"22,785 VNĐ",131.19309679999998,5.621 %
13,2018-02-01,26 °C,"22,463 VNĐ",131.2362258,5.621 %
13,2018-09-02,25 °C,"22,227 VNĐ",131.2793548,5.621 %
13,2018-11-07,17 °C,"21,917 VNĐ",131.3258,5.621 %
13,2018-11-14,23 °C,"21,614 VNĐ",131.37666670000002,5.621 %
13,2018-11-21,21 °C,"21,383 VNĐ",131.4275333,5.621 %
13,2018-07-03,22 °C,"20,971 VNĐ",131.4784,5.621 %
13,2018-12-05,18 °C,"20,503 VNĐ",131.537,5.621 %
13,2018-12-12,15 °C,"19,799 VNĐ",131.642,5.621 %
13,2018-12-19,15 °C,"19,096 VNĐ",131.747,5.621 %
13,2019-03-23,7 °C,"18,604 VNĐ",131.852,5.372000000000001 %
13,2019-10-23,10 °C,"18,094 VNĐ",131.957,5.372000000000001 %
13,2019-01-09,6 °C,"17,682 VNĐ",132.030871,5.372000000000001 %
13,2019-01-16,7 °C,"17,761 VNĐ",132.0922903,5.372000000000001 %
13,2018-12-24,15 °C,"18,380 VNĐ",132.1537097,5.372000000000001 %
13,2019-07-24,13 °C,"19,369 VNĐ",132.215129,5.372000000000001 %
13,2019-02-06,14 °C,"20,163 VNĐ",132.2725714,5.372000000000001 %
13,2019-02-13,15 °C,"20,989 VNĐ",132.32007140000002,5.372000000000001 %
13,2018-12-25,13 °C,"21,365 VNĐ",132.3675714,5.372000000000001 %
13,2019-07-25,19 °C,"21,395 VNĐ",132.41507140000002,5.372000000000001 %
13,2019-03-06,23 °C,"21,347 VNĐ",132.4668065,5.372000000000001 %
13,2019-03-13,21 °C,"21,347 VNĐ",132.529129,5.372000000000001 %
13,2019-03-20,21 °C,"21,347 VNĐ",132.59145159999997,5.372000000000001 %
13,2019-04-25,27 °C,"21,523 VNĐ",132.65377420000002,5.274 %
13,2019-11-25,23 °C,"21,699 VNĐ",132.71609679999997,5.274 %
13,2019-04-10,21 °C,"21,596 VNĐ",132.71609679999997,5.274 %
13,2019-04-17,24 °C,"21,486 VNĐ",132.71609679999997,5.274 %
13,2019-02-24,27 °C,"21,450 VNĐ",,nan %
13,2019-09-26,30 °C,"21,498 VNĐ",,nan %
13,2019-05-08,35 °C,"21,899 VNĐ",,nan %
13,2019-05-15,29 °C,"22,572 VNĐ",,nan %
13,2019-05-22,30 °C,"22,894 VNĐ",,nan %
13,2019-06-27,34 °C,"22,930 VNĐ",,nan %
13,2019-06-05,38 °C,"22,882 VNĐ",,nan %
13,2019-06-12,35 °C,"22,694 VNĐ",,nan %
13,2019-06-19,38 °C,"22,609 VNĐ",,nan %
13,2019-04-28,43 °C,"22,427 VNĐ",,nan %
13,2019-11-28,39 °C,"22,245 VNĐ",,nan %
13,2019-07-10,40 °C,"22,239 VNĐ",,nan %
13,2019-07-17,42 °C,"22,263 VNĐ",,nan %
14,2016-04-22,14 °C,"16,893 VNĐ",181.8711898,8.992 %
14,2016-11-22,14 °C,"16,826 VNĐ",181.982317,8.992 %
14,2016-02-10,16 °C,"16,656 VNĐ",182.03478159999997,8.992 %
14,2016-02-17,17 °C,"16,711 VNĐ",182.07746909999997,8.992 %
14,2016-04-23,19 °C,"16,850 VNĐ",182.1201566,8.992 %
14,2016-11-23,23 °C,"17,099 VNĐ",182.1628441,8.992 %
14,2016-03-09,24 °C,"17,257 VNĐ",182.07798569999997,8.992 %
14,2016-03-16,27 °C,"17,318 VNĐ",181.97186969999998,8.992 %
14,2016-01-26,24 °C,"17,293 VNĐ",181.86575369999997,8.899 %
14,2016-08-25,33 °C,"17,409 VNĐ",181.75963769999998,8.899 %
14,2016-04-06,27 °C,"17,591 VNĐ",181.6924769,8.899 %
14,2016-04-13,27 °C,"17,609 VNĐ",181.6772564,8.899 %
14,2016-04-20,27 °C,"17,724 VNĐ",181.6620359,8.899 %
14,2016-06-25,35 °C,"17,997 VNĐ",181.6468154,8.899 %
14,2016-05-04,27 °C,"18,094 VNĐ",181.6612792,8.899 %
14,2016-05-11,31 °C,"17,949 VNĐ",181.8538486,8.899 %
14,2016-05-18,35 °C,"17,591 VNĐ",182.04641809999998,8.899 %
14,2016-03-27,38 °C,"17,275 VNĐ",182.2389876,8.899 %
14,2016-10-27,35 °C,"17,045 VNĐ",182.4315571,8.899 %
14,2016-06-08,36 °C,"16,869 VNĐ",182.4424199,8.899 %
14,2016-06-15,40 °C,"17,039 VNĐ",182.3806,8.899 %
14,2016-01-29,38 °C,"17,081 VNĐ",182.3187801,8.743 %
14,2016-08-28,41 °C,"16,948 VNĐ",182.2569603,8.743 %
14,2016-07-06,39 °C,"16,887 VNĐ",182.26044109999998,8.743 %
14,2016-07-13,41 °C,"16,814 VNĐ",182.3509895,8.743 %
14,2016-07-20,40 °C,"16,875 VNĐ",182.4415378,8.743 %
14,2016-05-29,39 °C,"16,893 VNĐ",182.5320862,8.743 %
14,2016-08-03,39 °C,"17,020 VNĐ",182.6226346,8.743 %
14,2016-08-10,38 °C,"16,863 VNĐ",182.6165205,8.743 %
14,2016-08-17,36 °C,"16,717 VNĐ",182.61040630000002,8.743 %
14,2016-02-28,39 °C,"16,474 VNĐ",182.60429219999997,8.743 %
14,2016-09-29,35 °C,"16,377 VNĐ",182.598178,8.743 %
14,2016-09-07,33 °C,"16,420 VNĐ",182.622509,8.743 %
14,2016-09-14,34 °C,"16,462 VNĐ",182.6696737,8.743 %
14,2016-01-01,35 °C,"16,426 VNĐ",182.7168385,8.724 %
14,2016-07-31,28 °C,"16,772 VNĐ",182.7640032,8.724 %
14,2016-10-05,29 °C,"17,403 VNĐ",182.8106203,8.724 %
14,2016-10-12,27 °C,"17,700 VNĐ",182.8558685,8.724 %
14,2016-10-19,31 °C,"17,724 VNĐ",182.9011166,8.724 %
14,2016-05-01,23 °C,"17,700 VNĐ",182.9463648,8.724 %
14,2016-12-01,23 °C,"17,785 VNĐ",182.9916129,8.724 %
14,2016-11-09,25 °C,"18,204 VNĐ",182.8989385,8.724 %
14,2016-11-16,23 °C,"18,440 VNĐ",182.7832769,8.724 %
14,2016-03-02,20 °C,"18,483 VNĐ",182.66761540000002,8.724 %
14,2016-10-02,15 °C,"18,865 VNĐ",182.5519538,8.724 %
14,2016-12-07,15 °C,"19,053 VNĐ",182.517732,8.724 %
14,2016-12-14,15 °C,"19,059 VNĐ",182.54459,8.724 %
14,2016-12-21,15 °C,"19,290 VNĐ",182.5714479,8.724 %
14,2017-06-21,17 °C,"19,375 VNĐ",182.59830580000002,8.549 %
14,2017-01-04,12 °C,"19,447 VNĐ",182.6585782,8.549 %
14,2017-01-11,15 °C,"19,593 VNĐ",182.9193368,8.549 %
14,2017-01-18,12 °C,"19,642 VNĐ",183.18009550000002,8.549 %
14,2017-03-23,14 °C,"19,605 VNĐ",183.4408542,8.549 %
14,2017-10-23,15 °C,"19,654 VNĐ",183.7016129,8.549 %
14,2017-02-08,20 °C,"19,690 VNĐ",183.93713530000002,8.549 %
14,2017-02-15,18 °C,"19,866 VNĐ",184.1625632,8.549 %
14,2017-03-24,19 °C,"20,831 VNĐ",184.3879911,8.549 %
14,2017-10-24,23 °C,"21,735 VNĐ",184.613419,8.549 %
14,2017-03-08,23 °C,"22,032 VNĐ",184.809719,8.549 %
14,2017-03-15,21 °C,"21,996 VNĐ",184.99436790000001,8.549 %
14,2016-12-25,19 °C,"22,075 VNĐ",185.17901669999998,8.521 %
14,2017-07-25,24 °C,"22,572 VNĐ",185.3636656,8.521 %
14,2017-04-05,27 °C,"23,185 VNĐ",185.5339821,8.521 %
14,2017-04-12,27 °C,"23,616 VNĐ",185.66846730000003,8.521 %
14,2017-04-19,33 °C,"24,041 VNĐ",185.8029526,8.521 %
14,2017-05-26,29 °C,"24,551 VNĐ",185.9374378,8.521 %
14,2017-05-03,30 °C,"24,672 VNĐ",186.0719231,8.521 %
14,2017-05-10,31 °C,"24,648 VNĐ",185.9661154,8.521 %
14,2017-05-17,35 °C,"24,180 VNĐ",185.8603077,8.521 %
14,2017-02-24,38 °C,"23,798 VNĐ",185.7545,8.521 %
14,2017-09-26,37 °C,"23,549 VNĐ",185.64869230000002,8.521 %
14,2017-06-07,35 °C,"23,313 VNĐ",185.6719333,8.521 %
14,2017-06-14,37 °C,"23,082 VNĐ",185.79196090000002,8.521 %
14,2016-12-28,37 °C,"22,742 VNĐ",185.9119885,8.625 %
14,2017-07-28,39 °C,"22,518 VNĐ",186.032016,8.625 %
14,2017-07-05,39 °C,"22,815 VNĐ",186.13998080000002,8.625 %
14,2017-07-12,41 °C,"23,125 VNĐ",186.2177885,8.625 %
14,2017-07-19,41 °C,"23,234 VNĐ",186.29559619999998,8.625 %
14,2017-04-28,39 °C,"23,313 VNĐ",186.3734038,8.625 %
14,2017-11-28,38 °C,"23,131 VNĐ",186.4512115,8.625 %
14,2017-08-09,36 °C,"22,736 VNĐ",186.5093071,8.625 %
14,2017-08-16,36 °C,"22,475 VNĐ",186.56411719999997,8.625 %
14,2017-01-30,35 °C,"22,469 VNĐ",186.6189274,8.625 %
14,2017-08-30,36 °C,"22,682 VNĐ",186.67373759999998,8.625 %
14,2017-09-06,35 °C,"22,706 VNĐ",186.8024,8.625 %
14,2017-09-13,32 °C,"22,518 VNĐ",187.0295321,8.625 %
14,2017-09-20,35 °C,"22,117 VNĐ",187.2566641,8.625 %
14,2017-06-30,28 °C,"21,741 VNĐ",187.48379619999997,8.523 %
14,2017-10-04,32 °C,"21,486 VNĐ",187.69174809999998,8.523 %
14,2017-10-11,30 °C,"21,662 VNĐ",187.78461969999998,8.523 %
14,2017-10-18,26 °C,"21,656 VNĐ",187.87749130000003,8.523 %
